"externalId","stationId","legacyId","name","capacity"
"a3adc3f6-a135-11e9-9cda-0a87ae2ba916","a3adc3f6-a135-11e9-9cda-0a87ae2ba916",,"Fairfield Ave & Roosevelt Rd",11
"a3ac88db-a135-11e9-9cda-0a87ae2ba916","a3ac88db-a135-11e9-9cda-0a87ae2ba916",,"Wood St & 35th St",11
"a3b0b801-a135-11e9-9cda-0a87ae2ba916","a3b0b801-a135-11e9-9cda-0a87ae2ba916",,"Spaulding Ave & Division St",11
"a3b2513d-a135-11e9-9cda-0a87ae2ba916","a3b2513d-a135-11e9-9cda-0a87ae2ba916",,"Vincennes Ave & 75th St",7
"a3acf4eb-a135-11e9-9cda-0a87ae2ba916","a3acf4eb-a135-11e9-9cda-0a87ae2ba916",,"Jeffery Blvd & 76th St",11
"a3b0ccad-a135-11e9-9cda-0a87ae2ba916","a3b0ccad-a135-11e9-9cda-0a87ae2ba916",,"Ridge Blvd & Howard St",11
"ee925757-31ce-41ad-9bb7-73b1bb363616","ee925757-31ce-41ad-9bb7-73b1bb363616",,"Bradley Park",11
"a3b1330c-a135-11e9-9cda-0a87ae2ba916","a3b1330c-a135-11e9-9cda-0a87ae2ba916",,"Kostner Ave & Lake St",11
"a3ace51b-a135-11e9-9cda-0a87ae2ba916","a3ace51b-a135-11e9-9cda-0a87ae2ba916",,"Perry Ave & 69th St",11
"a3aded13-a135-11e9-9cda-0a87ae2ba916","a3aded13-a135-11e9-9cda-0a87ae2ba916",,"Albany Ave & 26th St",11
"a3b1ca28-a135-11e9-9cda-0a87ae2ba916","a3b1ca28-a135-11e9-9cda-0a87ae2ba916",,"Central Ave & Madison St",11
"a3afebff-a135-11e9-9cda-0a87ae2ba916","a3afebff-a135-11e9-9cda-0a87ae2ba916",,"Keystone Ave & Montrose Ave",11
"a3b0fff9-a135-11e9-9cda-0a87ae2ba916","a3b0fff9-a135-11e9-9cda-0a87ae2ba916",,"Oakley Ave & Touhy Ave",11
"a3b2a4ca-a135-11e9-9cda-0a87ae2ba916","a3b2a4ca-a135-11e9-9cda-0a87ae2ba916",,"Ellis Ave & 83rd St",11
"a3a54cdb-a135-11e9-9cda-0a87ae2ba916","a3a54cdb-a135-11e9-9cda-0a87ae2ba916",,"Stony Island Ave & 67th St",11
"a3b1e065-a135-11e9-9cda-0a87ae2ba916","a3b1e065-a135-11e9-9cda-0a87ae2ba916",,"Damen Ave & Pershing Rd",11
"a3a98e37-a135-11e9-9cda-0a87ae2ba916","a3a98e37-a135-11e9-9cda-0a87ae2ba916",,"Stony Island Ave & 75th St",11
"a3b44eba-a135-11e9-9cda-0a87ae2ba916","a3b44eba-a135-11e9-9cda-0a87ae2ba916",,"Elizabeth St & 59th St",7
"a3b4590f-a135-11e9-9cda-0a87ae2ba916","a3b4590f-a135-11e9-9cda-0a87ae2ba916",,"Stewart Ave & 63rd St",11
"a3b1e588-a135-11e9-9cda-0a87ae2ba916","a3b1e588-a135-11e9-9cda-0a87ae2ba916",,"Ashland Ave & Pershing Rd",11
"a3b2af02-a135-11e9-9cda-0a87ae2ba916","a3b2af02-a135-11e9-9cda-0a87ae2ba916",,"MLK Jr Dr & 83rd St",11
"a3b3a0c8-a135-11e9-9cda-0a87ae2ba916","a3b3a0c8-a135-11e9-9cda-0a87ae2ba916",,"Orleans St & Hubbard St",11
"a3a99346-a135-11e9-9cda-0a87ae2ba916","a3a99346-a135-11e9-9cda-0a87ae2ba916",,"Cottage Grove Ave & 43rd St",11
"a3ad47f8-a135-11e9-9cda-0a87ae2ba916","a3ad47f8-a135-11e9-9cda-0a87ae2ba916",,"Princeton Ave & 47th St",11
"a3ad09b2-a135-11e9-9cda-0a87ae2ba916","a3ad09b2-a135-11e9-9cda-0a87ae2ba916",,"South Shore Dr & 74th St",11
"a3b443ce-a135-11e9-9cda-0a87ae2ba916","a3b443ce-a135-11e9-9cda-0a87ae2ba916",,"Archer (Damen) Ave & 37th St",11
"a3ae6e48-a135-11e9-9cda-0a87ae2ba916","a3ae6e48-a135-11e9-9cda-0a87ae2ba916",,"Western Ave & 28th St",11
"a3adb48a-a135-11e9-9cda-0a87ae2ba916","a3adb48a-a135-11e9-9cda-0a87ae2ba916",,"Kedzie Ave & Harrison St",11
"a3a762a1-a135-11e9-9cda-0a87ae2ba916","a3a762a1-a135-11e9-9cda-0a87ae2ba916",,"Stave St & Armitage Ave",11
"a3b11ea4-a135-11e9-9cda-0a87ae2ba916","a3b11ea4-a135-11e9-9cda-0a87ae2ba916",,"Austin Blvd & Lake St",11
"a3b26fee-a135-11e9-9cda-0a87ae2ba916","a3b26fee-a135-11e9-9cda-0a87ae2ba916",,"Vernon Ave & 79th St",11
"1859027847673133268","1859027847673133268",,"Monticello Ave & Lawrence Ave",11
